video,numFrame,seconds,fps,rfps,subset,featureFrame
1Bmq3DxUu0g,1075,43,25,25,training,1075
zXOCpFSqohQ,1020,34,30,30,training,1020
q80je1SIg3E,1050,35,30,30,training,1050
TAIOjmx7mcE,957,33,29,29,training,957
K0qQglZLeGs,1508,52,29,29,validation,1508
Sv8WltMDofQ,957,33,29,29,training,957
5WxKpjS2rXM,957,33,29,29,training,957
UcpYtNEXnZw,1560,52,30,30,training,1560
qy1avGp7Kpo,990,33,30,30,training,990
V0HVHf2HyhI,957,33,29,29,validation,957
WRp1GpKfkTA,990,33,30,30,training,990
XITJBtjFhm8,5880,196,30,30,validation,5880
pSUghua4j9o,1073,37,29,29,training,1073
pyH4oks0FZo,957,33,29,29,training,957
Of1Iep7GLxM,1375,55,25,25,validation,1375
L5DCuOsoBH4,990,33,30,30,training,990
FPifUSrRGIE,990,33,30,30,training,990
CSHk_MGYZlA,957,33,29,29,training,957
4WM6jCELHlM,957,33,29,29,null,957
bqVElTbrEPs,990,33,30,30,training,990
bcOLmC29ZEo,1276,44,29,29,training,1276
gzWRIGl_wE8,1015,35,29,29,training,1015
ikJgF_wqrpk,957,33,29,29,training,957
X3Pnf4en-fY,957,33,29,29,training,957
NDqcFlreY4Q,990,33,30,30,training,990
DSRCuIn7sME,957,33,29,29,training,957
4lLdFxRaQ9E,1365,91,15,15,training,1365
2KsVS5IU_Z8,1260,45,28,28,training,1260
LKVqMWqQrnE,986,34,29,29,training,986
qlzTUYZT3fc,990,33,30,30,training,990
Q8WvChbRZKc,825,33,25,25,training,825
zBiP7Yb72cg,957,33,29,29,null,957
uW_y9FBAa1w,990,33,30,30,training,990
Xr6dQ64mtVw,990,33,30,30,training,990
OA_1AsTc9wc,957,33,29,29,validation,957
_U6XReDNjyA,2059,71,29,29,training,2059
osjN8ZihIUk,957,33,29,29,training,957
MAgoPW8qK3A,990,33,30,30,training,990
oV7rJoITWfY,1218,42,29,29,training,1218
9qrU4-9q9ZE,1044,36,29,29,training,1044
xi1iptk0QU8,957,33,29,29,null,957
XsZoSDKuj7c,990,33,30,30,training,990
EFIjxIjY6Hs,990,33,30,30,training,990
ogtVoYXFcFM,990,33,30,30,training,990
VQbRu8jylFY,1160,40,29,29,training,1160
gWzLzHHOwC4,986,34,29,29,training,986
dOMK7zMK5ks,990,33,30,30,validation,990
Jf_Zg7p2oDU,330,33,10,10,null,330
DqcvkTpRgUY,9930,331,30,30,training,9930
GE0R-zglOw4,9628,332,29,29,validation,9628
#NAME?,11250,375,30,30,training,11250
PYuDBKB4hcU,10170,339,30,30,null,10170
1FaMXfCU-k0,9686,334,29,29,training,9686
yJZKeYu7tq0,10020,334,30,30,training,10020
q-iONKUwVAU,10110,337,30,30,training,10110
J1kpqij2rr4,8375,335,25,25,training,8375
uFvDhcieFGU,10237,353,29,29,training,10237
d5DQbmVuuek,4816,344,14,14,training,4816
AMtMRzkhZeQ,8600,344,25,25,training,8600
TGWzge2QUVY,1080,36,30,30,training,1080
wrlbkqmt-i4,990,33,30,30,training,990
w0ksgu80vhM,1020,34,30,30,training,1020
SoLk_mzUIhg,957,33,29,29,training,957
xL5o8a_UPpc,957,33,29,29,training,957
d1I_MOy9CxI,986,34,29,29,null,986
F6lx-klfA3I,1073,37,29,29,null,1073
ZgTOA10dz5M,875,35,25,25,validation,875
GUOYKmsR0IA,4756,164,29,29,training,4756
fQF3LQleYK8,6060,202,30,30,training,6060
5dna_BB4AWg,986,34,29,29,validation,986
14kRRjPiGC4,986,34,29,29,null,986
BRCIoZnL_xg,1290,43,30,30,training,1290
hOh1qQe07hU,2200,88,25,25,training,2200
8aHZpUQ0X2E,1860,62,30,30,training,1860
5ssKEL4zXpE,1276,44,29,29,validation,1276
E1ya9M_jiBg,946,43,22,22,validation,946
ivzKm_ANHuk,986,34,29,29,training,986
gNC5THSErHc,1050,35,30,30,validation,1050
VwRcvOC9Y9g,1485,99,15,15,training,1485
BH8lmmi8WN0,1020,34,30,30,training,1020
lEWGMxKMFAM,925,37,25,25,training,925
rZAOkTg-3F8,986,34,29,29,training,986
CcZAKzNjmpQ,986,34,29,29,null,986
ZlJBIdhVtg0,986,34,29,29,null,986
KyE09Qxyt58,816,34,24,24,null,816
qkVeALoDj2g,986,34,29,29,training,986
XUpCII0YLrE,986,34,29,29,training,986
Gl_oK4RBdD4,1363,47,29,29,null,1363
2578CqLo2uw,1020,34,30,30,training,1020
IPOt07iZki0,1020,34,30,30,training,1020
FMOs_ZCwuLw,1020,34,30,30,validation,1020
RmEz0Mhks6Y,986,34,29,29,null,986
36BXNSNJQhY,816,34,24,24,training,816
EhWP6UwLJv8,1479,51,29,29,training,1479
Ar21k5lGEvk,1020,34,30,30,training,1020
d7krx8mHXyc,1363,47,29,29,training,1363
3-O-X_oIh0o,1020,34,30,30,training,1020
dpZb9BbV5RU,1020,34,30,30,training,1020
E-TfpS1NDXQ,952,34,28,28,validation,952
jhpz9ZVjsTw,1020,34,30,30,training,1020
nRLDP3L_X8s,918,34,27,27,training,918
ISQeZtRQP1w,1363,47,29,29,training,1363
Xm5pomQWl1I,1740,60,29,29,training,1740
xof5Tc8zNyA,510,34,15,15,training,510
Wz9DZHZ-2dU,1500,60,25,25,training,1500
5ivXpEuINY0,986,34,29,29,training,986
zVxJJb6A_vA,850,34,25,25,training,850
TRDz4pktCyQ,1050,35,30,30,training,1050
6w8KxI0SpgE,1160,40,29,29,training,1160
OL0U1kSrWLk,986,34,29,29,training,986
cK5KxKyuYxc,2130,71,30,30,training,2130
1YmR2Y59Nqc,986,34,29,29,null,986
S9xxfejIC2I,1200,40,30,30,training,1200
l0lY0olSqMQ,850,34,25,25,training,850
dZmap7YOxfQ,986,34,29,29,training,986
uiibcaYeQ5o,850,34,25,25,training,850
3b6yrEgSKNg,986,34,29,29,training,986
rwVihyEAzZY,850,34,25,25,training,850
5M12m__J2mk,1020,34,30,30,training,1020
ZTyvfXYKlpo,986,34,29,29,validation,986
PYYD2wzPuMA,3886,134,29,29,training,3886
fFdgMK1GH8c,1357,59,23,23,training,1357
E2kluOgB7sc,986,34,29,29,training,986
uxY805c-uJk,1769,61,29,29,training,1769
wrvl5DxzwGw,1015,35,29,29,validation,1015
m_AsvMz6IEo,2610,87,30,30,training,2610
_Q37KFxCJJk,986,34,29,29,training,986
RUuTphrEsjQ,1015,35,29,29,training,1015
WH2UBiVDjaI,1125,45,25,25,training,1125
LtaDPp5iOos,1020,34,30,30,training,1020
j6NVaiFN3xM,510,34,15,15,training,510
Td7ClfdLuIw,1740,60,29,29,training,1740
4um5EIwRy94,13195,455,29,29,training,13195
SE-E166iSV8,986,34,29,29,training,986
YtsDA1ayefM,1080,36,30,30,training,1080
ZckORT1NUjY,1711,59,29,29,validation,1711
HEsWn7OnEXU,986,34,29,29,validation,986
Mv54wnRkvps,986,34,29,29,training,986
LdbE1Uo9Au0,1020,34,30,30,training,1020
yBjQYiMTaOE,816,34,24,24,training,816
UPdBnbAUFuQ,1020,34,30,30,training,1020
nxHExrZ9k4Q,340,34,10,10,validation,340
noPfCNvY9FY,816,34,24,24,training,816
DJ_juvs2qAo,1015,35,29,29,training,1015
WjoJ11midrQ,816,34,24,24,training,816
1hD8WhrzV4Q,510,34,15,15,training,510
gzF8EZUkQWk,816,34,24,24,validation,816
vGnnuNrNSj8,816,34,24,24,training,816
OytLoyO5rgA,986,34,29,29,training,986
iU9h_cRd6ZI,986,34,29,29,training,986
AIuHng0jWQ8,816,34,24,24,null,816
P4-S_7ujn9k,850,34,25,25,null,850
SIvPZzbcYe4,986,34,29,29,training,986
l4j5wf-_kxo,875,35,25,25,training,875
M8ALW3VphSg,9520,340,28,28,training,9520
3zEzOdZTgKE,8800,352,25,25,training,8800
P9i_MmlBVHc,10230,341,30,30,training,10230
jrzCr0vThFk,10260,342,30,30,training,10260
m0_0Ww1CP3I,9918,342,29,29,validation,9918
j_fptl47fBU,9000,360,25,25,training,9000
N-SfkwZBA5k,10290,343,30,30,validation,10290
tiQpDXr4e94,10320,344,30,30,training,10320
#NAME?,10320,344,30,30,training,10320
oc5elA8BcXg,12064,416,29,29,validation,12064
GruoLDpo4mo,10350,345,30,30,validation,10350
a8wdT3vilO4,11040,368,30,30,training,11040
T01dk9GhDwk,10440,348,30,30,validation,10440
u5Z42kI8vm0,10380,346,30,30,training,10380
3CTuLh5Q9ME,12775,511,25,25,training,12775
jz4F5w4jdJ8,10410,347,30,30,training,10410
zy8AzEjFr_c,10121,349,29,29,validation,10121
FXKRTz6nQyA,8725,349,25,25,training,8725
2r4imX1S6ys,1160,40,29,29,training,1160
95EFiOGP2Ko,875,35,25,25,training,875
AIpxgylxOtc,1050,35,30,30,training,1050
ajAqEQDnUuU,1050,35,30,30,training,1050
V2KDwlWhdiE,875,35,25,25,training,875
I6mr7KoPFVM,1015,35,29,29,training,1015
0rcTsxYBieU,2070,69,30,30,training,2070
SVyk93W-3qk,986,34,29,29,training,986
cKjEAepyOCk,1015,35,29,29,training,1015
Wd6twmJ17-w,1015,35,29,29,null,1015
02KYX66DWSg,1015,35,29,29,training,1015
ssc935_zRSM,1050,35,30,30,training,1050
sPrbxGWAwMg,5307,183,29,29,training,5307
xBh5cHzqbD0,490,35,14,14,training,490
sy_H8qCaG0c,1050,35,30,30,training,1050
pyT8jVcg_Xo,525,35,15,15,training,525
1xD2Y1JV754,1015,35,29,29,training,1015
aPCLB5p9dRo,1015,35,29,29,training,1015
31bv2ttM9q0,2304,96,24,24,training,2304
CYGS9B5xAkw,1050,35,30,30,training,1050
EL-KKUqksfU,1189,41,29,29,training,1189
fQGxee2yLgA,864,36,24,24,training,864
hW5grlGWebk,1015,35,29,29,training,1015
gsFzhya3Sa0,1050,35,30,30,training,1050
ugAmVi2UfXI,1248,52,24,24,training,1248
9n1A-wluu10,875,35,25,25,training,875
UI92H13zaKQ,875,35,25,25,training,875
GDD7HPVvkK4,1050,35,30,30,training,1050
9i1JeEA5FSs,1050,35,30,30,training,1050
heEd-mScdWg,665,35,19,19,training,665
WKJNs8Z7q2Q,1110,37,30,30,training,1110
QxnlpZ605Ew,1044,36,29,29,training,1044
e3ww7lsjAjg,1015,35,29,29,training,1015
hE7tLAn9s0w,5490,183,30,30,training,5490
K4GXtd2jTjo,875,35,25,25,validation,875
sOuPSkwioec,2730,91,30,30,training,2730
6LwObwmidHY,1050,35,30,30,training,1050
N72CTihOLYg,1300,52,25,25,training,1300
AOGhqpHAlxI,1050,35,30,30,training,1050
Ff_B-ulC0kk,1050,35,30,30,training,1050
K7ubK52wggU,1015,35,29,29,training,1015
2e2lA0V9Fqk,875,35,25,25,validation,875
IgU-CkYBKjY,1050,35,30,30,training,1050
de6uTMEiZf0,1015,35,29,29,training,1015
E5XOBVX5gDs,1015,35,29,29,training,1015
X9f86g3CJAM,1276,44,29,29,validation,1276
IKMNXhi9TxM,1189,41,29,29,validation,1189
7oNZm9a5Gi4,1015,35,29,29,training,1015
PQHEb1EIHC0,2204,76,29,29,validation,2204
fm08fUfkaM0,1050,35,30,30,validation,1050
oI_3NQ8Lm-o,1102,38,29,29,validation,1102
aUI744klo3Y,875,35,25,25,training,875
LDI7rMm6MbI,1050,35,30,30,null,1050
jYyF91OJkmI,875,35,25,25,training,875
z0dN08IBqVQ,1050,35,30,30,training,1050
6FdOUVSmvc0,665,35,19,19,training,665
5wdcPYqAO9o,1050,35,30,30,training,1050
#NAME?,1050,35,30,30,validation,1050
SS_8gKVLcME,1050,35,30,30,training,1050
tIzBWHHuytk,1015,35,29,29,training,1015
ePPJTGI_mQY,1710,57,30,30,training,1710
gwIlyQ5Kxs0,1015,35,29,29,training,1015
UNjPY2gDX6I,1015,35,29,29,training,1015
BL2QoAqjjBg,875,35,25,25,training,875
QIjpGiICbfw,1015,35,29,29,validation,1015
XQ8VStnWv14,1152,48,24,24,training,1152
i0_NQJVOXR4,1740,60,29,29,training,1740
InJvdtBQPjE,1015,35,29,29,validation,1015
hB83DnK4LA0,1015,35,29,29,training,1015
hltzIKOePA8,1050,35,30,30,validation,1050
YhiTiFdejp4,1015,35,29,29,training,1015
UgpuqwfVKlg,1015,35,29,29,training,1015
ZEPosBUSWyQ,7475,299,25,25,training,7475
HtpsjCqkZbo,1001,91,11,11,validation,1001
vjjXMtIIDOw,1380,46,30,30,null,1380
DEBVLLwHmZA,1050,35,30,30,training,1050
MULZPwcpk7M,1015,35,29,29,training,1015
lZRuQKfvWOA,1015,35,29,29,training,1015
hFVVdkgpEcY,2465,85,29,29,training,2465
rub_UErmVek,875,35,25,25,training,875
_J8vBrmBcQs,1050,35,30,30,validation,1050
mgJPQ-zZWOc,1015,35,29,29,training,1015
y62H1MEdddk,1015,35,29,29,training,1015
6cCcY7sX1-s,1075,43,25,25,training,1075
maY_594IHHg,1050,35,30,30,training,1050
3WwmoOyN8n4,9090,303,30,30,training,9090
amLblAE2Xqc,5475,365,15,15,training,5475
9Rq2Z0fuTZo,11220,374,30,30,validation,11220
U4irsD1iros,10500,350,30,30,training,10500
3-flBhaoTcU,10701,369,29,29,training,10701
i6Wy8TfPii4,10890,363,30,30,training,10890
v1b5DBFYAFM,10192,364,28,28,validation,10192
YSFLaTDvSZM,10179,351,29,29,validation,10179
s-7Ld0qFGBg,10530,351,30,30,validation,10530
bVtoAo5wwYI,10560,352,30,30,training,10560
ReYKfjxlJ3M,10295,355,29,29,validation,10295
E04H7alP0Ds,11745,405,29,29,training,11745
nBckyLNb3To,8900,356,25,25,training,8900
hsb_nsSk13g,10770,359,30,30,training,10770
qPyeNVzRWdc,10770,359,30,30,training,10770
K3NtBUvPCI4,10411,359,29,29,null,10411
Q5OhcNfhngg,1044,36,29,29,training,1044
Z4UQlPmc-zw,900,36,25,25,validation,900
DD5ZF1_aXVI,1044,36,29,29,training,1044
DTFw5p_dCqU,1044,36,29,29,training,1044
nYxCWij6slk,1044,36,29,29,validation,1044
zZUBr0LTzGA,1080,36,30,30,training,1080
brgB_Sc7dVk,1044,36,29,29,training,1044
7gsVgbYsm9E,1044,36,29,29,training,1044
XJmNDOod6xg,1064,38,28,28,training,1064
qSozWHU0jO4,1102,38,29,29,null,1102
Lvd7pCLZNJw,1075,43,25,25,training,1075
1lDIqOhwD5I,920,40,23,23,training,920
_jl8W_G6UFk,1080,36,30,30,training,1080
F9W5G1nvG-A,1044,36,29,29,training,1044
aaHHrb2_6uk,600,40,15,15,training,600
p71n__2mhpY,1170,39,30,30,training,1170
JWoqJLUelFk,1410,47,30,30,training,1410
RrVxT9XhVTk,3364,116,29,29,null,3364
uVubhST-cuk,1825,73,25,25,training,1825
UVdhFeqw3BM,1044,36,29,29,null,1044
pmeEYutbFuQ,1080,36,30,30,training,1080
oTqioHYQJ1Y,864,36,24,24,training,864
#NAME?,900,36,25,25,training,900
qeWEXd7OlFE,1080,36,30,30,training,1080
UpMxBlQt5nE,1170,39,30,30,training,1170
ofNo29jQZHM,1102,38,29,29,training,1102
L2-tIgN8F9g,2987,103,29,29,training,2987
U6w_GT9qN0o,1080,36,30,30,training,1080
pwKeCf3IVtQ,1080,36,30,30,training,1080
E2QkwdttLq8,1044,36,29,29,training,1044
SBZESHuCx2E,1080,36,30,30,training,1080
Xe5ipGYoFQo,396,36,11,11,training,396
z_ttB94FHrQ,1080,36,30,30,validation,1080
y31uMQpRMto,1247,43,29,29,training,1247
PWyeUm1xWKc,1080,36,30,30,training,1080
04B7C-trLTI,972,36,27,27,training,972
3a0kpDAf2EE,1740,60,29,29,validation,1740
tuvvrCLRV5Q,1200,40,30,30,training,1200
Dkge9Uo1Z-k,1080,36,30,30,validation,1080
YoF6uhYv60c,1044,36,29,29,training,1044
g5_BbcpzPTc,1080,36,30,30,training,1080
snkYsxLNbGw,1500,50,30,30,training,1500
WqNZwN-SFGk,1044,36,29,29,training,1044
MztQIeNfQyY,1073,37,29,29,training,1073
wmIiK2_YXqk,1044,36,29,29,training,1044
wXoHSx0Dk3w,1044,36,29,29,training,1044
N9KUCZcBePY,1044,36,29,29,training,1044
joZKJIagsFk,1044,36,29,29,training,1044
MitmEZs-3K0,684,36,19,19,training,684
tDP-kF6Z6Bw,1537,53,29,29,training,1537
NnHkmtMhV6U,1044,36,29,29,training,1044
FkMSDhLUgi4,1080,36,30,30,training,1080
YUuBBqbE2Es,1044,36,29,29,validation,1044
fgxwsByQxvQ,3596,124,29,29,training,3596
wlg9dqQlR_Q,1125,45,25,25,training,1125
2lXIfZl9pbo,1044,36,29,29,training,1044
p4gnkwyveqc,1344,56,24,24,training,1344
o4nQ7Q7NrrM,1044,36,29,29,validation,1044
DJ2Kyz4kPFc,4230,141,30,30,training,4230
Gb4w__bLMPY,900,36,25,25,training,900
iX9a0JiZFXc,9570,319,30,30,training,9570
vVLtLbJudYY,540,36,15,15,training,540
mxhXaPo95MY,792,36,22,22,training,792
evbFllOVbVQ,1625,65,25,25,training,1625
KiO3aqwNMG4,897,39,23,23,training,897
kyyaxfPRHn0,1080,36,30,30,training,1080
cVcd9GcyWjs,3509,121,29,29,validation,3509
SLrsNl0ylsA,1080,36,30,30,training,1080
WWc9fbIxwYI,1425,57,25,25,training,1425
cYOJnYwC7-A,1230,41,30,30,training,1230
t-NID6m6cfU,1080,36,30,30,training,1080
0-8PewpN7vk,1044,36,29,29,training,1044
g_w9_Z5gkuo,468,36,13,13,validation,468
dB2G_2a4Gd0,2730,91,30,30,validation,2730
qmmT_09w_b8,864,36,24,24,validation,864
ndzKL9LHNtQ,1075,43,25,25,training,1075
h8eTWqlzfZs,360,36,10,10,validation,360
KBatvnukoT8,1044,36,29,29,validation,1044
bYXdSRP4wM4,900,36,25,25,training,900
U5mOAx49tKM,897,39,23,23,null,897
XLguMiyUT6o,1247,43,29,29,validation,1247
KDn_eDf7Lvw,1260,42,30,30,training,1260
xtmuFSVne-o,1044,36,29,29,training,1044
lsFS6FbpWHY,1044,36,29,29,null,1044
0B9XMbnsxlQ,1080,36,30,30,training,1080
Zw7g9LBs93U,1320,44,30,30,null,1320
4u7ROgK0vuI,1080,36,30,30,validation,1080
1xa3evk6h44,900,36,25,25,null,900
F_ybjiQaPWU,1131,39,29,29,validation,1131
2u1u9vpiV7w,1080,36,30,30,training,1080
SMmcRnCLNGo,9000,360,25,25,training,9000
xKlhjmHi1ks,11049,381,29,29,training,11049
6Ji0RUWexqY,10800,360,30,30,training,10800
H4y8DveLkz4,9386,361,26,26,null,9386
S5Gbfgsod6w,10469,361,29,29,training,10469
A8gtl9dylck,8303,361,23,23,validation,8303
88AC4NCgvmA,10672,368,29,29,training,10672
BmEmsq5nCGg,10498,362,29,29,training,10498
Kh7zxK-XWbE,8326,362,23,23,training,8326
F5pgkAgcJ84,5068,362,14,14,validation,5068
f14vLvY4XI8,10556,364,29,29,training,10556
reeTvAkj-0Y,10920,364,30,30,validation,10920
L7RygFF2n-E,11020,380,29,29,training,11020
3sjAJ215mjE,10980,366,30,30,training,10980
q1xN5nhi6Xo,10730,370,29,29,null,10730
Igaazh3Et6w,9175,367,25,25,training,9175
wS1rU5SAskU,9200,368,25,25,training,9200
wioUPXnxy4M,10672,368,29,29,training,10672
exhJyQD-j9s,9200,368,25,25,training,9200
UhRd3bqghHo,11070,369,30,30,training,11070
qMxllTarR-0,1260,42,30,30,training,1260
m3Eb569F30I,925,37,25,25,validation,925
uE0P8JWKsZo,888,37,24,24,training,888
F36wOFOD_Tw,1073,37,29,29,training,1073
2wi6GOmNHYU,1566,54,29,29,training,1566
iRZpJGZu7lQ,1320,44,30,30,validation,1320
0osyAxKP_M8,1110,37,30,30,null,1110
Dw3Yo2f_7bQ,1073,37,29,29,training,1073
tETSy0mQPO8,1305,45,29,29,validation,1305
nujELOqU2ys,1044,36,29,29,training,1044
FldlObA4Cdw,1073,37,29,29,validation,1073
mnUAfMpm2Ws,1530,51,30,30,training,1530
#NAME?,1800,60,30,30,training,1800
3lyfTQDGOUs,1392,48,29,29,validation,1392
yQpVLCf7Z0w,1073,37,29,29,training,1073
QGX_vjo6fHQ,1073,37,29,29,training,1073
TPAQj-L5DIk,1110,37,30,30,validation,1110
57DltvVKCpo,950,38,25,25,validation,950
9BtwL9WQVfU,1131,39,29,29,training,1131
j4JrwjOIXeM,1073,37,29,29,validation,1073
-5_VhrAZSXw,1110,37,30,30,training,1110
2n48MXHKAoQ,1073,37,29,29,training,1073
XYlNSpnS5f0,1073,37,29,29,null,1073
r3hfgVDqjmA,1131,39,29,29,validation,1131
PU3pgnJ5vcE,1421,49,29,29,validation,1421
GJTafi2Vq8Y,1425,57,25,25,training,1425
tmS4BL5xHWE,1218,42,29,29,training,1218
IwKJLh6rfJY,1110,37,30,30,training,1110
38kEk3IeJ0s,1110,37,30,30,validation,1110
mxbSEg3nPtY,1363,47,29,29,training,1363
c2EJuXFqgSo,1110,37,30,30,training,1110
TKPaZ5_7HAQ,1073,37,29,29,training,1073
jwimvt0J_dI,1110,37,30,30,training,1110
PduVsvVtzlg,851,37,23,23,training,851
4vQq3VHmFik,1710,57,30,30,training,1710
E9v-3_zSYEE,1073,37,29,29,training,1073
zCL0QIYXxK4,1073,37,29,29,training,1073
ic080PVm180,1421,49,29,29,validation,1421
atJtuTJUwjA,1110,37,30,30,training,1110
9dLrNIMGk0o,3496,152,23,23,training,3496
vN7IoRv-JWU,1102,38,29,29,training,1102
BtJ6pQtPu60,1276,44,29,29,null,1276
p3R92B2dNLk,1073,37,29,29,training,1073
joypiGiIox4,1073,37,29,29,training,1073
pvw6VNYncKw,2088,72,29,29,training,2088
rSPmHqadYWU,1200,40,30,30,training,1200
MnH3H55vBPc,1110,37,30,30,training,1110
1M7pYFwdoQk,1073,37,29,29,training,1073
aETL_JevAps,1305,45,29,29,training,1305
jlcoYpv0Ijk,1110,37,30,30,training,1110
tWEUhuLwg1s,1073,37,29,29,training,1073
Xw0sn3iJ0cA,925,37,25,25,training,925
WpxKEMkKEuE,1110,37,30,30,training,1110
PqrK-gSmbdE,925,37,25,25,training,925
V1u_qkJgwDs,9512,328,29,29,null,9512
M1tHS3hvRqw,1102,38,29,29,training,1102
rfsTi8bVPnI,1073,37,29,29,training,1073
tYnFA5lFbqc,1110,37,30,30,training,1110
CzxzzAjPILY,1110,37,30,30,training,1110
I7GdiESzgeQ,1073,37,29,29,training,1073
3r_SwOa2Vnk,1102,38,29,29,validation,1102
UJhvCuXE6VM,1073,37,29,29,training,1073
5L3v_3LV1ao,851,37,23,23,training,851
8evU0j1RrW8,1680,56,30,30,training,1680
2ceK5_GCfEk,2355,157,15,15,validation,2355
ANM55U_KbkQ,1110,37,30,30,training,1110
w6dwAQAEd7E,1479,51,29,29,training,1479
YUcIupan4Pg,555,37,15,15,null,555
dUZ1BiutiHE,1110,37,30,30,validation,1110
_ana2HHRZiE,1110,37,30,30,training,1110
M1zFpWlCy88,1230,41,30,30,training,1230
a4qgoJcFNEg,2550,102,25,25,training,2550
dcadA--xNII,1200,40,30,30,training,1200
LmXoa1EAyNE,1073,37,29,29,training,1073
oVqeFFeIIkg,925,37,25,25,training,925
Hj_scIJYqC8,5970,199,30,30,null,5970
YXMRylyy9Ck,1189,41,29,29,validation,1189
0wYrYSk5vIE,1110,37,30,30,training,1110
ogQPubya64w,855,57,15,15,training,855
vsUhRqMr6xQ,888,37,24,24,validation,888
v3oMJx_t3PA,1000,40,25,25,validation,1000
Nr-KdugSZJE,1140,38,30,30,training,1140
urgSE26GOG0,1276,44,29,29,training,1276
W4I1U5wA1lM,1073,37,29,29,validation,1073
CaQmlFfhayI,1392,48,29,29,training,1392
KEK7A8Z2nxE,1110,37,30,30,training,1110
KPQ3nhefVw0,1110,37,30,30,validation,1110
7mkMqHWv1-I,5700,190,30,30,null,5700
txT-IvfSKaY,1260,42,30,30,validation,1260
Rg85NhIr6ik,1073,37,29,29,null,1073
Awmtbvcr2sU,1110,37,30,30,training,1110
oD-aclk6JKE,740,37,20,20,training,740
xolfgG75gYg,925,37,25,25,training,925
Ue-mh0QRw5c,1110,37,30,30,training,1110
CC2vCZq3WbY,1073,37,29,29,training,1073
dk3cicfa41g,1075,43,25,25,training,1075
2SV95qsvB1o,555,37,15,15,training,555
lHZ1B87IUBM,1110,37,30,30,training,1110
SS7QhC85Ljs,1170,45,26,26,training,1170
wGCcItaQJ7U,1073,37,29,29,training,1073
p83m5B-ZUt8,1247,43,29,29,training,1247
t1862Rq4FP0,1110,37,30,30,training,1110
Uj2llMWfR5k,370,37,10,10,null,370
Pl5WiBZrQ2s,1073,37,29,29,training,1073
pXI8zfiaq4M,11130,371,30,30,training,11130
rC_cx9OGrwU,11160,372,30,30,validation,11160
_6eALA5Cs5M,10788,372,29,29,training,10788
Kn2EQ-iWTNc,9672,403,24,24,training,9672
a3enHOztwBA,10817,373,29,29,training,10817
m6TxMOU1abk,9325,373,25,25,training,9325
VyqtakaUCAM,11400,380,30,30,training,11400
opoyqyCYUXs,10875,375,29,29,training,10875
8Yr6eDEQx1g,11340,378,30,30,validation,11340
rpmEjZAz0tA,1380,46,30,30,training,1380
DByEcK78XrU,1102,38,29,29,null,1102
r5DaY_83BxA,1140,38,30,30,training,1140
XKUQFCpT1xU,1110,37,30,30,training,1110
F3FDgaD2oaQ,1320,44,30,30,null,1320
sMBZemkcJDU,874,38,23,23,training,874
ufnO2XQojU8,1100,44,25,25,training,1100
p10lM8A-QEI,1392,48,29,29,null,1392
SGgoYaMIy0c,1102,38,29,29,validation,1102
LOI8KmItRJ4,1102,38,29,29,validation,1102
scauqZRp96o,1140,38,30,30,training,1140
pjX3YL8kh1I,950,38,25,25,training,950
gKVpk1-F3Bg,1102,38,29,29,training,1102
PYwygbuRVoA,1260,42,30,30,training,1260
q9kL87Bn0eQ,2755,95,29,29,training,2755
q_8IgJEgAD4,1218,42,29,29,validation,1218
WVU5iYdaCXk,1200,40,30,30,training,1200
vmFAbpfF3Dg,4582,158,29,29,training,4582
OsxUXlQM23U,1392,48,29,29,training,1392
WlJAo6Mg6jk,1102,38,29,29,training,1102
YeKSP1pq2G8,912,38,24,24,training,912
o6ZhmT6Ayt0,1500,50,30,30,training,1500
JBNnIpE-G0I,5887,203,29,29,validation,5887
S8ZdrPQYsfM,1140,38,30,30,training,1140
YNX9OWvQhNM,1140,38,30,30,training,1140
_ZthcOFEMnI,975,39,25,25,training,975
-2W1RkadF0w,1140,38,30,30,training,1140
3Bf0GtRuQrU,1140,38,30,30,training,1140
0lm6juyeo1k,950,38,25,25,training,950
aoNaHukWIPI,1320,44,30,30,training,1320
TYRSUSOil5M,1682,58,29,29,training,1682
lWRfgOI6cC8,1176,49,24,24,training,1176
kCrBwSwAN8s,1140,38,30,30,training,1140
TPZh8hk_G4E,1102,38,29,29,validation,1102
5_YHqZUjfbE,1140,38,30,30,training,1140
l3IFVvlsjLo,1102,38,29,29,training,1102
uvBxGtmPxuk,1710,57,30,30,training,1710
r5_f-HC9Ris,1131,39,29,29,training,1131
6kpRJtQGUsM,1140,38,30,30,training,1140
EnfEHWP6ENU,518,37,14,14,training,518
EC6nT88Cm10,1102,38,29,29,training,1102
TtbLLBLcegQ,1595,55,29,29,null,1595
z06YTKVs480,950,38,25,25,training,950
RQ_UtoAiIdA,1102,38,29,29,training,1102
VxLMd0XaiGM,1073,37,29,29,training,1073
ni12h6QISAs,1102,38,29,29,training,1102
l9u1C7XFctg,1770,59,30,30,training,1770
#NAME?,1102,38,29,29,training,1102
